1,2
3,2
4,2
5,2
6,3
7,1
8,3
9,1
10,1
139,1
12,2
13,3
14,1
16,1
17,2
20,4
23,3
24,1
26,1
28,2
29,1
33,1
36,1
37,1
40,1
42,1
43,1
44,1
46,1
47,2
49,2
50,2
53,1
56,1
57,1
60,1
62,3
63,1
11,1
68,3
76,1
86,1
94,1
110,2
123,1
