0,31
1,71
2,92
3,101
4,111
5,84
6,96
7,72
8,88
9,69
10,49
11,76
12,105
13,55
14,48
15,45
16,29
17,24
18,28
19,16
20,26
21,11
22,11
23,20
24,39
25,13
26,7
27,7
28,6
29,8
30,9
31,2
32,4
33,7
34,3
35,4
36,12
37,5
38,1
39,3
40,2
42,1
43,2
47,2
48,1
264,1
128,1
52,6
54,1
56,1
58,1
59,3
60,4
138,1
65,1
67,1
68,1
69,1
72,2
129,1
74,1
78,1
207,1
49,2
84,1
90,1
92,1
956,1
239,1
114,1
118,1
120,1
121,1
